,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,witnesses,transcripts,witness_transcripts,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1
70,07/29/20,,https://www.finance.senate.gov/hearings/wto-reform-making-global-rules-work-for-global-challenges,WTO Reform: Making Global Rules Work For Global Challenges,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=B04D250C-5056-A066-607C-808AA5516610,"['Chuck Grassley', 'Ron Wyden', 'Jennifer Hillman', 'Thomas R. Graham', 'Laura J. Lane', 'Joseph Glauber', 'Michele Kuruc']","['https://www.finance.senate.gov/imo/media/doc/07292020%20Grassley%20Testimony.pdf', 'https://www.finance.senate.gov/imo/media/doc/072920%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20WTO%20Reform.pdf', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Hillman~CoFRSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/TG.opening.SFCtestimony.v2docx1.pdf', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Lane~UPSSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Glauber~IFPRISTMNT1.pdf', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Kuruc~WWFSTMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/07292020%20Grassley%20Testimony.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/072920%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20WTO%20Reform.pdf'), ('Jennifer Hillman', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Hillman~CoFRSTMNT.pdf'), ('Thomas R. Graham', 'https://www.finance.senate.gov/imo/media/doc/TG.opening.SFCtestimony.v2docx1.pdf'), ('Laura J. Lane', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Lane~UPSSTMNT.pdf'), ('Joseph Glauber', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Glauber~IFPRISTMNT1.pdf'), ('Michele Kuruc', 'https://www.finance.senate.gov/imo/media/doc/29JUL2020Kuruc~WWFSTMNT.pdf')]",70.0,70.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,66.0,66.0,65.0,65.0
71,07/28/20,,https://www.finance.senate.gov/hearings/part-1-protecting-the-reliability-of-the-us-medical-supply-chain-during-the-covid-19-pandemic,Part 1: Protecting the Reliability of the U.S. Medical Supply Chain During the COVID-19 Pandemic,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=7F3189AC-5056-A066-60F3-859EF419E132,"['Chuck Grassley', 'Ron Wyden', 'Soraya Correa', 'Thomas F. Overacker', 'Steve K. Francis']","['https://www.finance.senate.gov/imo/media/doc/Grassley%20Testimony.pdf', 'https://www.finance.senate.gov/imo/media/doc/072820%20Wyden%20Opening%20Statement.pdf', 'https://www.finance.senate.gov/imo/media/doc/28JUL2020CORREA~DHSCPOSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/28JUL2020OVERACKER~CBPSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/28JUL2020FRANCIS~ICESTMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/Grassley%20Testimony.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/072820%20Wyden%20Opening%20Statement.pdf'), ('Soraya Correa', 'https://www.finance.senate.gov/imo/media/doc/28JUL2020CORREA~DHSCPOSTMNT.pdf'), ('Thomas F. Overacker', 'https://www.finance.senate.gov/imo/media/doc/28JUL2020OVERACKER~CBPSTMNT.pdf'), ('Steve K. Francis', 'https://www.finance.senate.gov/imo/media/doc/28JUL2020FRANCIS~ICESTMNT.pdf')]",71.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,67.0,67.0,66.0,66.0
72,07/21/20,,https://www.finance.senate.gov/hearings/hearing-to-consider-the-nominations-of-michael-n-nemelka-of-utah-to-be-a-deputy-united-states-trade-representative-christian-n-weiler-of-louisiana-to-be-a-judge-of-the-united-states-tax-court-and-alina-i-marshall-of-virginia-to-be-a-judge-of-the-united-states-tax-court,"Hearing to Consider the Nominations of Michael N. Nemelka, of Utah, to be a Deputy United States Trade Representative, Christian N. Weiler, of Louisiana, to be a Judge of the United States Tax Court, and Alina I. Marshall, of Virginia, to be a Judge of the United States Tax Court",,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=186376C1-5056-A066-6026-BBF272EEDC1F,"['Chuck Grassley', 'Ron Wyden', 'Michael N. Nemelka', 'Christian N. Weiler', 'Alina I. Marshall']","['https://www.finance.senate.gov/imo/media/doc/Grassley%20Statement%2007212020.pdf', 'https://www.finance.senate.gov/imo/media/doc/072120%20Wyden%20Opening%20Statement.pdf', 'https://www.finance.senate.gov/imo/media/doc/21JUL2020NemelkaSTMNT1.pdf', 'https://www.finance.senate.gov/imo/media/doc/21JUL2020WeilerSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/21JUL202MarshallSTMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/Grassley%20Statement%2007212020.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/072120%20Wyden%20Opening%20Statement.pdf'), ('Michael N. Nemelka', 'https://www.finance.senate.gov/imo/media/doc/21JUL2020NemelkaSTMNT1.pdf'), ('Christian N. Weiler', 'https://www.finance.senate.gov/imo/media/doc/21JUL2020WeilerSTMNT.pdf'), ('Alina I. Marshall', 'https://www.finance.senate.gov/imo/media/doc/21JUL202MarshallSTMNT.pdf')]",72.0,72.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,68.0,68.0,67.0,67.0
73,06/30/20,,https://www.finance.senate.gov/hearings/censorship-as-a-non-tariff-barrier-to-trade,Censorship as a Non-Tariff Barrier to Trade,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=E1BEC5B2-5056-A066-6003-614A409C3E99,"['John Cornyn', 'Bob Casey', 'Richard Gere', 'Beth Baltzan', 'Nigel Cory', 'Clete R. Willems']","['https://www.finance.senate.gov/imo/media/doc/30JUN2020CORNYNSTATEMENT.pdf', 'https://www.finance.senate.gov/imo/media/doc/Sen.%20Casey%20Opening%20Statement.%20Censorship%20as%20a%20Non-Tariff%20Barrier%20to%20Trade.%20SFC%20Trade%20Subcommittee.pdf', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020GERESTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020BALTZANSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020CORYSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020WILLEMSSTMNT1.pdf']","[('John Cornyn', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020CORNYNSTATEMENT.pdf'), ('Bob Casey', 'https://www.finance.senate.gov/imo/media/doc/Sen.%20Casey%20Opening%20Statement.%20Censorship%20as%20a%20Non-Tariff%20Barrier%20to%20Trade.%20SFC%20Trade%20Subcommittee.pdf'), ('Richard Gere', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020GERESTMNT.pdf'), ('Beth Baltzan', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020BALTZANSTMNT.pdf'), ('Nigel Cory', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020CORYSTMNT.pdf'), ('Clete R. Willems', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020WILLEMSSTMNT1.pdf')]",73.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,69.0,69.0,68.0,68.0
74,06/30/20,,https://www.finance.senate.gov/hearings/2020-filing-season-and-irs-covid-19-recovery,2020 Filing Season and IRS COVID-19 Recovery,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=D8C51807-5056-A066-6055-4A03C71F8C45,"['Chuck Grassley', 'Ron Wyden', 'Charles P. Rettig']","['https://www.finance.senate.gov/imo/media/doc/Grassley%20at%20Hearing%20on%20the%202020%20Filing%20Season%20and%20IRS%20COVID.pdf', 'https://www.finance.senate.gov/imo/media/doc/063020%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20IRS%20Oversight.pdf', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020IRSCOMMISSIONERRETTIGSTMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/Grassley%20at%20Hearing%20on%20the%202020%20Filing%20Season%20and%20IRS%20COVID.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/063020%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20IRS%20Oversight.pdf'), ('Charles P. Rettig', 'https://www.finance.senate.gov/imo/media/doc/30JUN2020IRSCOMMISSIONERRETTIGSTMNT.pdf')]",74.0,74.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,70.0,70.0,69.0,69.0
75,06/18/20,,https://www.finance.senate.gov/hearings/paid-leave-proposals-in-the-covid-era,Paid Leave Proposals in the COVID Era,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=9B167D6C-5056-A066-60E9-95FDA98E5755,"['Bill Cassidy', 'Maggie Hassan']","['https://www.finance.senate.gov/imo/media/doc/18JUN2020CASSIDYSTMNT1.pdf', 'https://www.finance.senate.gov/imo/media/doc/18JUN2020HASSANSTMNT.pdf']","[('Bill Cassidy', 'https://www.finance.senate.gov/imo/media/doc/18JUN2020CASSIDYSTMNT1.pdf'), ('Maggie Hassan', 'https://www.finance.senate.gov/imo/media/doc/18JUN2020HASSANSTMNT.pdf')]",75.0,75.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,71.0,71.0,70.0,70.0
76,06/17/20,,https://www.finance.senate.gov/hearings/the-presidents-2020-trade-policy-agenda,The President’s 2020 Trade Policy Agenda,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=3318A23C-5056-A066-60EC-FDD68CB51524,"['Chuck Grassley', 'Ron Wyden', 'Robert E. Lighthizer']","['https://www.finance.senate.gov/imo/media/doc/Grassley%20at%20Hearing%20on%20the%20President.pdf', 'https://www.finance.senate.gov/imo/media/doc/061720%20Wyden%20Trade%20Agenda%20Hearing%20Opener1.pdf', 'https://www.finance.senate.gov/imo/media/doc/17JUN2020LIGHTHIZERSTMNT1.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/Grassley%20at%20Hearing%20on%20the%20President.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/061720%20Wyden%20Trade%20Agenda%20Hearing%20Opener1.pdf'), ('Robert E. Lighthizer', 'https://www.finance.senate.gov/imo/media/doc/17JUN2020LIGHTHIZERSTMNT1.pdf')]",76.0,76.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,72.0,72.0,71.0,71.0
77,06/09/20,,https://www.finance.senate.gov/hearings/unemployment-insurance-during-covid-19-the-cares-act-and-the-role-of-unemployment-insurance-during-the-pandemic,Unemployment Insurance During COVID-19: The CARES Act and the Role of Unemployment Insurance During the Pandemic,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=AB8229CB-5056-A066-605D-C54E13149A62,"['Chuck Grassley', 'Ron Wyden', 'Eugene Scalia', 'Scott Sanders', 'Beth Townsend', 'José Javier Rodríguez', 'Michele Evermore', 'Les Neilly']","['https://www.finance.senate.gov/imo/media/doc/UI%20SFC%20hearing%20opening%20statement.pdf', 'https://www.finance.senate.gov/imo/media/doc/060920%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20Supercharged%20Unemployment%20Benefits%20During%20COVID-19%20Health%20and%20Economic%20Crisis.pdf', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020SCALIASTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020SANDERSSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020TOWNSENDSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020RODRIGUEZSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020EVERMORESTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020NEILLYSTMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/UI%20SFC%20hearing%20opening%20statement.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/060920%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20Supercharged%20Unemployment%20Benefits%20During%20COVID-19%20Health%20and%20Economic%20Crisis.pdf'), ('Eugene Scalia', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020SCALIASTMNT.pdf'), ('Scott Sanders', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020SANDERSSTMNT.pdf'), ('Beth Townsend', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020TOWNSENDSTMNT.pdf'), ('José Javier Rodríguez', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020RODRIGUEZSTMNT.pdf'), ('Michele Evermore', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020EVERMORESTMNT.pdf'), ('Les Neilly', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020NEILLYSTMNT.pdf')]",77.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,73.0,73.0,72.0,72.0
78,06/02/20,,https://www.finance.senate.gov/hearings/covid-19-and-beyond-oversight-of-the-fdas-foreign-drug-manufacturing-inspection-process,COVID-19 and Beyond: Oversight of the FDA’s Foreign Drug Manufacturing Inspection Process,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=44A9E253-5056-A066-6058-3C6AA8483C9F,"['Chuck Grassley', 'Ron Wyden', 'Judith A. McMeekin Pharm.D.', 'Douglas Throckmorton', 'Mark Abdoo', 'Mary Denigan-Macauley', 'Martin VanTrieste', 'David Light']","['https://www.finance.senate.gov/imo/media/doc/09JUN2020NEILLYSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/060220%20Wyden%20SFC%20FDA%20Hearing%20Statement.pdf', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.FDAJNT.STMNT.pdf', '', '', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.GAO.STMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.CIVICARX.VANTRIESTE.STMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.VALISURE.LIGHT.STMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/09JUN2020NEILLYSTMNT.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/060220%20Wyden%20SFC%20FDA%20Hearing%20Statement.pdf'), ('Judith A. McMeekin Pharm.D.', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.FDAJNT.STMNT.pdf'), ('Douglas Throckmorton', ''), ('Mark Abdoo', ''), ('Mary Denigan-Macauley', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.GAO.STMNT.pdf'), ('Martin VanTrieste', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.CIVICARX.VANTRIESTE.STMNT.pdf'), ('David Light', 'https://www.finance.senate.gov/imo/media/doc/02JUN2020.VALISURE.LIGHT.STMNT.pdf')]",78.0,78.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,74.0,73.0,73.0
79,03/11/20,,https://www.finance.senate.gov/hearings/open-executive-session-to-consider-favorably-reporting-the-nominations-of-kipp-kranbuhl-sarah-c-arbes-jason-j-fichtner,"Open Executive Session to Consider Favorably Reporting the Nominations of Kipp Kranbuhl, Sarah C. Arbes, Jason J. Fichtner",,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=83336039-5056-A066-60BD-E77D5C8512F8,"['Chuck Grassley', 'Ron Wyden']","['', 'https://www.finance.senate.gov/imo/media/doc/Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20the%20Nominations%20of%20Kipp%20Kranbuhl,%20Sarah%20C.%20Arbes%20and%20Jason%20J.%20Fichtner.pdf']","[('Chuck Grassley', ''), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20the%20Nominations%20of%20Kipp%20Kranbuhl,%20Sarah%20C.%20Arbes%20and%20Jason%20J.%20Fichtner.pdf')]",79.0,79.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,75.0,75.0,74.0,74.0
80,02/13/20,,https://www.finance.senate.gov/hearings/the-presidents-fiscal-year-2021-budget2,The President’s Fiscal Year 2021 Budget,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=EB993334-5056-A066-603A-C0C52E9E6015,"['Ron Wyden', 'Chuck Grassley', 'Alex M. Azar II']","['https://www.finance.senate.gov/imo/media/doc/021320%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20the%20Trump%20Administrations%20FY%202021%20Budget%20with%20HHS%20Secretary%20Alex%20Azar.pdf', 'https://www.finance.senate.gov/imo/media/doc/02132020%20Grassley%20Opening%20Statement.pdf', 'https://www.finance.senate.gov/imo/media/doc/13FEB2020AZARSTMNT.pdf']","[('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/021320%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20the%20Trump%20Administrations%20FY%202021%20Budget%20with%20HHS%20Secretary%20Alex%20Azar.pdf'), ('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/02132020%20Grassley%20Opening%20Statement.pdf'), ('Alex M. Azar II', 'https://www.finance.senate.gov/imo/media/doc/13FEB2020AZARSTMNT.pdf')]",80.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,76.0,76.0,75.0,75.0
81,02/12/20,,https://www.finance.senate.gov/hearings/the-presidents-fiscal-year-2021-budget,The President’s Fiscal Year 2021 Budget,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=E1865E16-5056-A066-6095-DC4DDABB5AF6,"['Chuck Grassley', 'Ron Wyden', 'Steven Mnuchin']","['', 'https://www.finance.senate.gov/imo/media/doc/021220%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20the%20Trump%20Administrations%20FY%202021%20Budget%20with%20Treasury%20Secretary%20Steven%20Mnuchin.pdf', 'https://www.finance.senate.gov/imo/media/doc/12FEB2020MNUCHINSTMNT.pdf']","[('Chuck Grassley', ''), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/021220%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20the%20Trump%20Administrations%20FY%202021%20Budget%20with%20Treasury%20Secretary%20Steven%20Mnuchin.pdf'), ('Steven Mnuchin', 'https://www.finance.senate.gov/imo/media/doc/12FEB2020MNUCHINSTMNT.pdf')]",81.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,77.0,77.0,76.0,76.0
82,02/05/20,,https://www.finance.senate.gov/hearings/hearing-to-consider-pending-nominations-of-kipp-kranbuhl-of-ohio-to-be-an-assistant-secretary-of-the-treasury-vice-matthew-s-rutherford-resigned-sarah-c-arbes-of-virginia-to-be-an-assistant-secretary-of-health-and-human-services-vice-matthew-bassett-resigned-jason-j-fichtner-of-the-district-of-columbia-to-be-a-member-of-the-social-security-advisory-board-for-a-term-expiring-september-30-2024-vice-lanhee-j-chen-term-expired,"Hearing to Consider Pending Nominations of Kipp Kranbuhl, of Ohio, to be an Assistant Secretary of the Treasury, vice Matthew S. Rutherford, resigned, Sarah C. Arbes, of Virginia, to be an Assistant Secretary of Health and Human Services, vice Matthew Bassett, resigned, Jason J. Fichtner, of the District of Columbia, to be a Member of the Social Security Advisory Board for a term expiring September 30, 2024, vice Lanhee J. Chen, term expired.",,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=7F31D4E5-5056-A066-60A2-054A659CC66F,"['Chuck Grassley', 'Ron Wyden', 'Kipp Kranbuhl', 'Sarah C. Arbes', 'Jason J. Fichtner']","['', 'https://www.finance.senate.gov/imo/media/doc/020520%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20SSA,%20HHS%20and%20Treasury%20Nominees.pdf', 'https://www.finance.senate.gov/imo/media/doc/Kranbuhl%20-%20Opening%20Statement%20-%20FINAL.pdf', 'https://www.finance.senate.gov/imo/media/doc/Testimony%202.3.2020%20Sarah%20Arbes%20HHS%20ASL%20Nom.pdf', 'https://www.finance.senate.gov/imo/media/doc/Fichtner_SSAB%20Nomination%20Hearing%20Testimony_020520.pdf']","[('Chuck Grassley', ''), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/020520%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20SSA,%20HHS%20and%20Treasury%20Nominees.pdf'), ('Kipp Kranbuhl', 'https://www.finance.senate.gov/imo/media/doc/Kranbuhl%20-%20Opening%20Statement%20-%20FINAL.pdf'), ('Sarah C. Arbes', 'https://www.finance.senate.gov/imo/media/doc/Testimony%202.3.2020%20Sarah%20Arbes%20HHS%20ASL%20Nom.pdf'), ('Jason J. Fichtner', 'https://www.finance.senate.gov/imo/media/doc/Fichtner_SSAB%20Nomination%20Hearing%20Testimony_020520.pdf')]",82.0,82.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,78.0,78.0,77.0,77.0
83,01/07/20,,https://www.finance.senate.gov/hearings/open-executive-session-to-consider-hr-5430-a-bill-to-implement-the-united-states-mexico-canada-agreement-implementation-act,"Open Executive Session to Consider H.R. 5430, The United States-Mexico-Canada Agreement Implementation Act",,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=36F91593-5056-A066-605A-7627DB2B1154,"['Chuck Grassley', 'Ron Wyden']","['https://www.finance.senate.gov/imo/media/doc/2020-01-07%20CEG%20USMCA%20mark%20up%20statement%20FINAL.pdf', 'https://www.finance.senate.gov/imo/media/doc/010720%20Wyden%20Statement%20at%20Finance%20Committee%20Markup%20of%20the%20New%20NAFTA.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/2020-01-07%20CEG%20USMCA%20mark%20up%20statement%20FINAL.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/010720%20Wyden%20Statement%20at%20Finance%20Committee%20Markup%20of%20the%20New%20NAFTA.pdf')]",83.0,83.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,79.0,79.0,78.0,78.0
84,11/20/19,,https://www.finance.senate.gov/hearings/alzheimers-awareness-barriers-to-diagnosis-treatment-and-care-coordination,"Alzheimer’s Awareness: Barriers to Diagnosis, Treatment and Care Coordination",,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=06C0902F-5056-A066-6097-D39CFB3D9B67,"['Patrick J. Toomey', 'Debbie Stabenow', 'Jason Karlawish', 'Janet Tomcavage', 'Marc A. Cohen', 'Lauren Kovach']","['', '', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019KarlawishSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019TomcavageSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019CohenSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019KovachSTMNT.pdf']","[('Patrick J. Toomey', ''), ('Debbie Stabenow', ''), ('Jason Karlawish', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019KarlawishSTMNT.pdf'), ('Janet Tomcavage', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019TomcavageSTMNT.pdf'), ('Marc A. Cohen', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019CohenSTMNT.pdf'), ('Lauren Kovach', 'https://www.finance.senate.gov/imo/media/doc/20NOV2019KovachSTMNT.pdf')]",84.0,84.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,80.0,80.0,79.0,79.0
85,10/30/19,,https://www.finance.senate.gov/hearings/medicaid-compliance-with-eligibility-requirements,Medicaid: Compliance with Eligibility Requirements,,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=C18EEE08-5056-A066-602E-80C5C59DBE34,"['Patrick J. Toomey', 'Debbie Stabenow', 'Brian P. Ritchie', 'Carolyn Yocom', 'Daryl G. Purpera CPA CFE', 'Judith Solomon']","['', '', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019RitchieSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019YocomSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019PurperaSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019SolomonSTMNT.pdf']","[('Patrick J. Toomey', ''), ('Debbie Stabenow', ''), ('Brian P. Ritchie', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019RitchieSTMNT.pdf'), ('Carolyn Yocom', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019YocomSTMNT.pdf'), ('Daryl G. Purpera CPA CFE', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019PurperaSTMNT.pdf'), ('Judith Solomon', 'https://www.finance.senate.gov/imo/media/doc/30OCT2019SolomonSTMNT.pdf')]",85.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,81.0,81.0,80.0,80.0
86,10/24/19,,https://www.finance.senate.gov/hearings/treating-substance-misuse-in-america-scams-shortfalls-and-solutions,"Treating Substance Misuse in America: Scams, Shortfalls, and Solutions",,Finance,2022-03-17,https://www.finance.senate.gov/hearings/watch?hearingid=936A6ABF-5056-A066-6006-106A87CF6B46,"['Chuck Grassley', 'Ron Wyden', 'Jerome M. Adams', 'Mary Denigan-Macauley', 'Gary L. Cantrell', 'Gary Mendell']","['https://www.finance.senate.gov/imo/media/doc/OpeningStatementofSenGrassleyFinal24Oct2019.pdf', 'https://www.finance.senate.gov/imo/media/doc/102419%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20Substance%20Abuse%20Treatment.pdf', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019AdamsSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019DeniganMcauleySTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019CantrellSTMNT.pdf', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019MendellSTMNT.pdf']","[('Chuck Grassley', 'https://www.finance.senate.gov/imo/media/doc/OpeningStatementofSenGrassleyFinal24Oct2019.pdf'), ('Ron Wyden', 'https://www.finance.senate.gov/imo/media/doc/102419%20Wyden%20Statement%20at%20Finance%20Committee%20Hearing%20on%20Substance%20Abuse%20Treatment.pdf'), ('Jerome M. Adams', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019AdamsSTMNT.pdf'), ('Mary Denigan-Macauley', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019DeniganMcauleySTMNT.pdf'), ('Gary L. Cantrell', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019CantrellSTMNT.pdf'), ('Gary Mendell', 'https://www.finance.senate.gov/imo/media/doc/24OCT2019MendellSTMNT.pdf')]",86.0,86.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,82.0,82.0,81.0,81.0
