,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,witnesses,transcripts,witness_transcripts
41,07/20/2021,2:45pm,https://www.intelligence.senate.gov//hearings/open-hearing-nominations-matthew-g-olsen-be-assistant-attorney-general-stacey-dixon-be,"Open Hearing: Nominations of Matthew G. Olsen to be Assistant Attorney General, Stacey A. Dixon to be Principal Deputy DNI, and Thomas A. Monheim to be Inspector General of the IC",,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel072021&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['Mathew G. Olsen', 'Stacey A. Dixon', 'Thomas A. Monheim']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-molsen-072021.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-sdixon-072021.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-tmonheim-072021.pdf']","[('Mathew G. Olsen', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-molsen-072021.pdf'), ('Stacey A. Dixon', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-sdixon-072021.pdf'), ('Thomas A. Monheim', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-tmonheim-072021.pdf')]"
42,07/13/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-351,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
43,06/23/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-350,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
44,06/22/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-349,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
45,06/16/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-348,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
46,06/15/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-347,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
47,06/09/2021,2:30pm,https://www.intelligence.senate.gov//hearings/open-hearing-nomination-christine-abizaid-be-director-national-counterterrorism-center,Open Hearing:  Nomination of Christine Abizaid to be Director of National Counterterrorism Center of the Director of National Intelligence (DNI) and the Nomination of Robin Ashton to be Inspector General of the Central Intelligence Agency (CIA),,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel060921&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['Christine Abizaid', 'Robin Ashton']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-cabizaid-060921.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-rashton-060921.pdf']","[('Christine Abizaid', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-cabizaid-060921.pdf'), ('Robin Ashton', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-rashton-060921.pdf')]"
48,06/08/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-346,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
49,05/26/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-345,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
50,05/25/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-344,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
51,05/18/2021,2:30pm,https://www.intelligence.senate.gov//hearings/open-hearing-nomination-christopher-c-fonzone-be-general-counsel-office-director-national,Open Hearing:  Nomination of Christopher C. Fonzone to be General Counsel for the Office of the Director of National Intelligence and Brett M. Holmgren to be Assistant Secretary of State of Intelligence and Research at the Department of State,,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel051821&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['Christopher Fonzone', 'Brett Holmgren']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-cfonzone-051821.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-bholmgren-051821.pdf']","[('Christopher Fonzone', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-cfonzone-051821.pdf'), ('Brett Holmgren', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-bholmgren-051821.pdf')]"
52,05/12/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-343,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
53,04/28/2021,1:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-341,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
54,04/21/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-342,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
55,04/14/2021,1:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-worldwide-threats,Closed Briefing:  Worldwide Threats,,Intelligence,2022-03-23,,[],[],[]
56,04/14/2021,10:00am,https://www.intelligence.senate.gov//hearings/open-hearing-worldwide-threats-1,Open Hearing:  Worldwide Threats,,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel041421&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['Avril Haines', 'William J. Burns', 'Christopher Wray', 'General Paul Nakasone', 'Lieutenant General Scott D. Berrier']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-ahaines-041421.pdf', '', '', '', '']","[('Avril Haines', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-ahaines-041421.pdf'), ('William J. Burns', ''), ('Christopher Wray', ''), ('General Paul Nakasone', ''), ('Lieutenant General Scott D. Berrier', '')]"
57,03/24/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-340,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
58,03/23/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-339,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
59,03/16/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-338,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
60,03/10/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-337,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
61,03/09/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-336,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
62,03/02/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-335,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
63,02/24/2021,1:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-334,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
64,02/24/2021,10:00am,https://www.intelligence.senate.gov//hearings/open-hearing-nomination-ambassador-william-burns-be-director-central-intelligence-agency,Open Hearing:  Nomination of Ambassador William Burns to be Director of the Central Intelligence Agency (CIA),,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel022421&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,['William Burns'],['https://www.intelligence.senate.gov/sites/default/files/documents/os-wburns-022421.pdf'],"[('William Burns', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-wburns-022421.pdf')]"
65,02/23/2021,2:30pm,https://www.intelligence.senate.gov//hearings/open-hearing-hearing-hack-us-networks-foreign-adversary,Open Hearing:  Hearing on the Hack of U.S. Networks by a Foreign Adversary,,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel022321&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['Kevin Mandia', 'Sudhakar Ramakrishna', 'Brad Smith', 'George Kurtz']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-kmandia-022321.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-sramakrishna-022321.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-bsmith-022321.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-gkurtz-022321.pdf']","[('Kevin Mandia', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-kmandia-022321.pdf'), ('Sudhakar Ramakrishna', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-sramakrishna-022321.pdf'), ('Brad Smith', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-bsmith-022321.pdf'), ('George Kurtz', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-gkurtz-022321.pdf')]"
66,02/02/2021,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-333,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
67,01/27/2021,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-332,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
68,01/19/2021,10:00am,https://www.intelligence.senate.gov//hearings/open-hearing-nomination-avril-haines-be-director-national-intelligence,Open Hearing:  Nomination of Avril Haines to be the Director of National Intelligence,,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel011921&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,['Avril D. Haines'],['https://www.intelligence.senate.gov/sites/default/files/documents/os-ahaines-011921.pdf'],"[('Avril D. Haines', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-ahaines-011921.pdf')]"
69,01/06/2021,10:00am,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-331,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
70,12/02/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-330,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
71,12/01/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-hearing-intelligence-matters-250,Closed Hearing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
72,11/18/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-329,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
73,11/17/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-328,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
74,11/10/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-327,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
75,09/24/2020,9:30am,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-326,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
76,09/23/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-325,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
77,09/22/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-324,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
78,09/16/2020,1:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-323,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
79,09/15/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-322,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
80,09/09/2020,3:00pm,https://www.intelligence.senate.gov//hearings/open-hearing-declassification-policy-and-prospects-reform,Open Hearing:  Declassification Policy and Prospects for Reform,,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel090920&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['John F. Tierney (Fmr.)', 'Gregory M. Koch']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-jtierney-090920.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/qfr-gkoch-090920.pdf']","[('John F. Tierney (Fmr.)', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-jtierney-090920.pdf'), ('Gregory M. Koch', 'https://www.intelligence.senate.gov/sites/default/files/documents/qfr-gkoch-090920.pdf')]"
81,08/04/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-321,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
82,07/29/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-320,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
83,07/28/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-319,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
84,07/22/2020,10:00am,https://www.intelligence.senate.gov//hearings/open-hearing-nomination-christopher-c-miller-be-director-national-counterterrorism-center,Open Hearing:  Nomination of Christopher C. Miller to be the Director of the National Counterterrorism Center and Patrick Hovakimian to be General Counsel of the Office of the Director of National Intelligence,,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel072220&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,"['Christopher C. Miller', 'Patrick Hovakimian']","['https://www.intelligence.senate.gov/sites/default/files/documents/os-cmiller-072220.pdf', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-phovakimian-072220.pdf']","[('Christopher C. Miller', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-cmiller-072220.pdf'), ('Patrick Hovakimian', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-phovakimian-072220.pdf')]"
85,07/02/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-316,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
86,07/01/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-317,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
87,06/30/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-318,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
88,06/24/2020,10:00am,https://www.intelligence.senate.gov//hearings/open-hearing-nomination-peter-m-thomson-be-inspector-general-cia,Open Hearing:  Nomination of Peter M. Thomson to be the Inspector General (CIA),,Intelligence,2022-03-23,https://www.senate.gov/isvp/?type=arch&comm=intel&filename=intel062420&auto_play=false&poster=https%3A%2F%2Fwww%2Eintelligence%2Esenate%2Egov%2Fsites%2Fdefault%2Ffiles%2Fvideo-poster-flash-fit%2Ejpg,['Peter M. Thomson'],['https://www.intelligence.senate.gov/sites/default/files/documents/os-thomson-062420.pdf'],"[('Peter M. Thomson', 'https://www.intelligence.senate.gov/sites/default/files/documents/os-thomson-062420.pdf')]"
89,06/23/2020,2:30pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-315,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
90,06/17/2020,12:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-314,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
91,06/03/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-313,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
92,05/19/2020,9:30am,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-312,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
93,05/13/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-311,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
94,05/05/2020,2:00pm,https://www.intelligence.senate.gov//hearings/closed-briefing-intelligence-matters-310,Closed Briefing:  Intelligence Matters,,Intelligence,2022-03-23,,[],[],[]
