,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,index,collection,packageId,granuleId,detailsLink,pdfLink,htmlLink,xmlLink,otherLink1,otherLink2,teaser,historical,publishdate
6703,05/19/16,11:30AM,https://www.foreign.senate.gov/hearings/business-meeting-051916p,Business Meeting,S-216 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6739,04/28/16,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-042816,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6781,03/10/16,10:15AM,https://www.foreign.senate.gov/hearings/nominations-031016,Nominations,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=01:09:32&filename=foreign031016&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
6787,03/10/16,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-031016,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=20:34&filename=foreign031016&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6824,02/11/16,10:15AM,https://www.foreign.senate.gov/hearings/nominations-021116,Nominations,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=12:55&filename=foreign021116&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
6831,02/10/16,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-0210216,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=14:05&filename=foreign021016&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6865,01/28/16,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-012816,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6906,12/08/15,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-120815,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=19:05&filename=foreign120815&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6947,11/10/15,09:45AM,https://www.foreign.senate.gov/hearings/business-meeting-111015,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
6990,10/08/15,09:45AM,https://www.foreign.senate.gov/hearings/business-meeting-10082015,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=13:25&filename=foreign100815&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7025,10/01/15,10:30AM,https://www.foreign.senate.gov/hearings/business-meeting-10-01-15,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=45:00&filename=foreign100115&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7060,09/24/15,02:00PM,https://www.foreign.senate.gov/hearings/9242015,Business Meeting,Off Senate Floor ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7103,07/29/15,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-07-29-2015,Business Meeting,S-116 ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7143,06/25/15,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-06-25-15,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=&filename=foreign062515&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7181,06/09/15,03:00PM,https://www.foreign.senate.gov/hearings/060915,Business Meeting,S-116 ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7215,05/21/15,09:15AM,https://www.foreign.senate.gov/hearings/052115_business_meeting,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=&filename=foreign052115&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7261,04/14/15,02:45PM,https://www.foreign.senate.gov/hearings/business-meeting-04-14-15,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=0&filename=foreign041415&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7292,03/26/15,11:15AM,https://www.foreign.senate.gov/hearings/business-meeting-03-26-15,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=0&filename=foreign032615&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7331,02/26/15,09:30AM,https://www.foreign.senate.gov/hearings/business-meeting-02-26-2015,Business Meeting,S-116 ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7371,01/28/15,09:45AM,https://www.foreign.senate.gov/hearings/business-meeting-01-28-15,Business Meeting,Senate Dirksen 419 ,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=29:50&filename=foreign012815&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7405,12/11/14,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-12-11-14,Business Meeting,Senate Dirksen 419,Foreign,2021-09-07,https://www.senate.gov/isvp/?comm=foreign&type=arch&stt=&filename=foreign121114&auto_play=false&wmode=transparent&poster=https%3A%2F%2Fwww%2Eforeign%2Esenate%2Egov%2Fthemes%2Fforeign%2Fimages%2Fvideo%2Dposter%2Dflash%2Dfit%2Epng,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7440,12/04/14,10:00AM,https://www.foreign.senate.gov/hearings/120414am,Business Meeting,S-116 Capitol Office Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7476,09/18/14,02:15PM,https://www.foreign.senate.gov/hearings/business-meeting-09-18-14,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7518,07/22/14,10:00AM,https://www.foreign.senate.gov/hearings/business-meeting-7-22-14,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7552,07/16/14,10:00AM,https://www.foreign.senate.gov/hearings/071614a,Business Meeting,Capitol 116 ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7590,06/24/14,02:15PM,https://www.foreign.senate.gov/hearings/business-meeting-06-24-14p,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
7634,05/20/14,02:15PM,https://www.foreign.senate.gov/hearings/business-meeting-05-20-14,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,,32.0,Congressional Hearings,CHRG-115shrg29855,CHRG-115shrg29855,https://www.govinfo.gov/app/details/CHRG-115shrg29855/CHRG-115shrg29855,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/pdf/CHRG-115shrg29855.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg29855/html/CHRG-115shrg29855.htm,,,," SESSION NOVEMBER 29, 2017 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 29-855PDF WASHINGTON : 2018 For sale by the Superintendent of Documents, U.S. Government Publishing Office ...",,2017-11-29
